Arrondissement,annee_mutation,prix_m2,type_local,nombre_pieces_principales
19,2022,9714.516129032258,Appartement,2.0
19,2022,11030.68,Appartement,3.0
9,2022,5088.888888888889,Appartement,5.0
9,2022,12158.333333333334,Appartement,2.0
17,2022,10400.0,Appartement,4.0
17,2022,12488.888888888889,Appartement,2.0
9,2022,10285.714285714286,Appartement,3.0
19,2022,7500.0,Appartement,1.0
19,2022,7530.30303030303,Appartement,1.0
20,2022,6921.195652173913,Appartement,4.0
17,2022,11861.111111111111,Appartement,3.0
17,2022,9750.0,Appartement,1.0
18,2022,11600.0,Appartement,2.0
18,2022,6363.636363636364,Local industriel. commercial ou assimilé,0.0
17,2022,10208.333333333334,Appartement,2.0
10,2022,7222.222222222223,Appartement,1.0
17,2022,9375.0,Appartement,2.0
17,2022,13181.818181818182,Appartement,4.0
18,2022,10787.755102040815,Appartement,3.0
19,2022,7931.0344827586205,Appartement,2.0
17,2022,11356.69642857143,Appartement,4.0
19,2022,20000.0,Local industriel. commercial ou assimilé,0.0
17,2022,11500.0,Appartement,4.0
9,2022,9620.689655172413,Appartement,4.0
10,2022,8500.0,Appartement,1.0
9,2022,12928.57142857143,Appartement,1.0
17,2022,13293.650793650793,Appartement,5.0
17,2022,10164.666666666666,Appartement,3.0
17,2022,8500.0,Appartement,1.0
10,2022,9401.703703703704,Appartement,1.0
18,2022,5980.0,Appartement,1.0
18,2022,8846.153846153846,Local industriel. commercial ou assimilé,0.0
18,2022,10117.64705882353,Appartement,4.0
20,2022,10583.333333333334,Appartement,2.0
18,2022,9756.09756097561,Appartement,3.0
18,2022,7307.692307692308,Local industriel. commercial ou assimilé,0.0
3,2022,11923.076923076924,Appartement,1.0
19,2022,8000.0,Appartement,1.0
20,2022,13478.260869565218,Appartement,3.0
17,2022,11066.666666666666,Appartement,1.0
20,2022,8569.52380952381,Appartement,1.0
19,2022,11296.774193548386,Appartement,3.0
8,2022,89.28571428571429,Local industriel. commercial ou assimilé,0.0
20,2022,6904.761904761905,Appartement,1.0
10,2022,3499.5652173913045,Appartement,2.0
18,2022,4123.376623376624,Local industriel. commercial ou assimilé,0.0
9,2022,12782.258064516129,Local industriel. commercial ou assimilé,0.0
9,2022,6049.618320610687,Local industriel. commercial ou assimilé,0.0
18,2022,9423.076923076924,Appartement,2.0
2,2022,11818.181818181818,Appartement,3.0
18,2022,11354.166666666666,Appartement,2.0
17,2022,9437.340425531915,Appartement,2.0
17,2022,7500.0,Appartement,1.0
10,2022,8375.0,Appartement,1.0
18,2022,10636.363636363636,Appartement,2.0
8,2022,26000.0,Appartement,5.0
18,2022,17073.170731707316,Appartement,1.0
18,2022,10514.655172413793,Appartement,3.0
10,2022,9574.468085106382,Appartement,2.0
18,2022,6400.0,Appartement,2.0
17,2022,9512.19512195122,Appartement,2.0
4,2022,17150.973684210527,Appartement,3.0
10,2022,21666.666666666668,Local industriel. commercial ou assimilé,0.0
10,2022,24528.30188679245,Local industriel. commercial ou assimilé,0.0
17,2022,5294.117647058823,Local industriel. commercial ou assimilé,0.0
18,2022,10357.142857142857,Appartement,1.0
8,2022,1413.7931034482758,Local industriel. commercial ou assimilé,0.0
18,2022,28169.014084507042,Local industriel. commercial ou assimilé,0.0
18,2022,10810.81081081081,Appartement,4.0
18,2022,11960.0,Appartement,1.0
2,2022,9316.666666666666,Local industriel. commercial ou assimilé,0.0
19,2022,22111.11111111111,Appartement,3.0
19,2022,8823.529411764706,Appartement,1.0
20,2022,14000.0,Appartement,1.0
10,2022,7351.351351351352,Appartement,2.0
4,2022,9427.747252747253,Appartement,5.0
10,2022,10500.0,Appartement,1.0
8,2022,12727.272727272728,Appartement,2.0
8,2022,166.66666666666666,Local industriel. commercial ou assimilé,0.0
17,2022,8857.142857142857,Appartement,1.0
8,2022,14250.0,Appartement,1.0
17,2022,8433200.0,Local industriel. commercial ou assimilé,0.0
3,2022,8974.358974358975,Appartement,3.0
10,2022,18066.666666666668,Appartement,1.0
9,2022,14833.333333333334,Appartement,1.0
9,2022,9888.888888888889,Appartement,1.0
9,2022,11239.31623931624,Appartement,5.0
20,2022,8727.272727272728,Appartement,1.0
17,2022,10350.0,Appartement,1.0
18,2022,7897.4358974358975,Appartement,2.0
2,2022,12957.74647887324,Local industriel. commercial ou assimilé,0.0
18,2022,10800.0,Appartement,2.0
4,2022,11668.965517241379,Appartement,5.0
4,2022,296.2962962962963,Appartement,4.0
20,2022,10115.625,Appartement,2.0
1,2022,12800.0,Appartement,5.0
20,2022,10535.714285714286,Appartement,2.0
9,2022,12562.5,Appartement,1.0
18,2022,11624.827586206897,Appartement,4.0
19,2022,11740.81081081081,Appartement,2.0
20,2022,9571.42857142857,Appartement,2.0
17,2022,12651.515151515152,Appartement,1.0
9,2022,884.6153846153846,Appartement,1.0
10,2022,11370.63829787234,Appartement,2.0
2,2022,17436.231884057972,Appartement,3.0
18,2022,16350.364963503649,Appartement,4.0
18,2022,10714.285714285714,Appartement,1.0
18,2022,9388.888888888889,Appartement,1.0
10,2022,4117.64705882353,Local industriel. commercial ou assimilé,0.0
10,2022,7450.980392156863,Appartement,2.0
19,2022,13684.21052631579,Appartement,1.0
18,2022,8552.631578947368,Appartement,1.0
17,2022,11851.851851851852,Appartement,1.0
17,2022,10000.0,Appartement,1.0
9,2022,9692.307692307691,Appartement,1.0
17,2022,18750.0,Local industriel. commercial ou assimilé,0.0
2,2022,61250.0,Local industriel. commercial ou assimilé,0.0
2,2022,42608.69565217391,Local industriel. commercial ou assimilé,0.0
2,2022,41702.12765957447,Local industriel. commercial ou assimilé,0.0
1,2022,22538.88888888889,Appartement,2.0
18,2022,104.16666666666667,Appartement,2.0
20,2022,9411.764705882353,Appartement,2.0
19,2022,7246.376811594203,Appartement,3.0
2,2022,506.6666666666667,Local industriel. commercial ou assimilé,0.0
2,2022,110.94890510948905,Appartement,7.0
3,2022,13385.714285714286,Appartement,2.0
9,2022,12500.0,Appartement,2.0
9,2022,12211.538461538461,Appartement,2.0
10,2022,10044.444444444445,Appartement,1.0
20,2022,8769.23076923077,Local industriel. commercial ou assimilé,0.0
10,2022,8472.222222222223,Appartement,2.0
10,2022,8260.869565217392,Appartement,1.0
10,2022,7934.782608695652,Appartement,1.0
10,2022,11406.25,Appartement,1.0
10,2022,11578.947368421053,Local industriel. commercial ou assimilé,0.0
17,2022,8813.084112149532,Appartement,4.0
18,2022,15166.666666666666,Appartement,2.0
18,2022,32500.0,Local industriel. commercial ou assimilé,0.0
2,2022,13417.5,Appartement,1.0
8,2022,10553.846153846154,Appartement,3.0
18,2022,11150.0,Appartement,2.0
18,2022,137500.0,Local industriel. commercial ou assimilé,0.0
18,2022,31132.075471698114,Local industriel. commercial ou assimilé,0.0
3,2022,10000.0,Appartement,1.0
2,2022,10080.645161290322,Appartement,2.0
18,2022,11400.0,Appartement,2.0
9,2022,2300.0,Local industriel. commercial ou assimilé,0.0
17,2022,12173.91304347826,Local industriel. commercial ou assimilé,0.0
10,2022,18093.225806451614,Appartement,2.0
2,2022,11523.809523809523,Appartement,4.0
9,2022,4583.333333333333,Local industriel. commercial ou assimilé,0.0
17,2022,2300.0,Appartement,1.0
9,2022,13767.264150943396,Appartement,4.0
20,2022,8481.481481481482,Appartement,1.0
18,2022,10740.74074074074,Appartement,2.0
18,2022,6590.909090909091,Appartement,4.0
8,2022,14250.0,Local industriel. commercial ou assimilé,0.0
3,2022,10263.157894736842,Appartement,1.0
18,2022,10010.60606060606,Appartement,2.0
10,2022,9732.916666666666,Appartement,1.0
9,2022,12026.373626373626,Appartement,5.0
18,2022,7358.333333333333,Appartement,2.0
19,2022,9631.578947368422,Appartement,1.0
18,2022,8333.333333333334,Local industriel. commercial ou assimilé,0.0
2,2022,10555.555555555555,Appartement,2.0
18,2022,8928.57142857143,Appartement,2.0
18,2022,8062.5,Appartement,4.0
2,2022,11134.615384615385,Appartement,2.0
18,2022,20000.0,Appartement,2.0
18,2022,7500.0,Appartement,1.0
18,2022,10000.0,Appartement,1.0
18,2022,8943.75,Appartement,2.0
9,2022,18803.418803418805,Appartement,3.0
9,2022,13525.454545454546,Appartement,3.0
17,2022,10727.823529411764,Appartement,3.0
19,2022,9693.877551020409,Appartement,3.0
18,2022,9350.0,Appartement,1.0
18,2022,7089.896551724138,Appartement,2.0
4,2022,10000.0,Appartement,2.0
2,2022,769.2307692307693,Appartement,2.0
17,2022,10000.0,Appartement,1.0
10,2022,12976.25,Appartement,3.0
17,2022,9994.871794871795,Appartement,2.0
19,2022,10906.896551724138,Appartement,1.0
20,2022,11188.235294117647,Appartement,2.0
10,2022,10892.857142857143,Appartement,2.0
18,2022,8080.555555555556,Appartement,2.0
9,2022,8913.04347826087,Local industriel. commercial ou assimilé,0.0
20,2022,8012.820512820513,Appartement,4.0
18,2022,9318.181818181818,Appartement,1.0
9,2022,14144.0,Appartement,1.0
3,2022,13600.0,Local industriel. commercial ou assimilé,0.0
9,2022,346.9387755102041,Appartement,3.0
2,2022,9923.076923076924,Appartement,2.0
2,2022,13750.0,Local industriel. commercial ou assimilé,0.0
2,2022,9361.702127659575,Appartement,3.0
17,2022,9076.923076923076,Appartement,2.0
17,2022,1694.915254237288,Appartement,3.0
9,2022,12745.0,Appartement,2.0
17,2022,11437.5,Appartement,3.0
17,2022,11562.5,Appartement,1.0
10,2022,6193.75,Appartement,4.0
10,2022,344.82758620689657,Appartement,2.0
19,2022,10823.076923076924,Appartement,1.0
17,2022,24375.0,Appartement,1.0
17,2022,26000.0,Appartement,1.0
9,2022,11818.181818181818,Appartement,2.0
17,2022,9677.41935483871,Appartement,2.0
17,2022,33018.8679245283,Appartement,3.0
2,2022,529.4117647058823,Appartement,1.0
10,2022,3148.1481481481483,Appartement,2.0
19,2022,10400.0,Appartement,2.0
19,2022,32500.0,Local industriel. commercial ou assimilé,0.0
18,2022,8270.27027027027,Appartement,1.0
10,2022,11765.625,Appartement,2.0
20,2022,9047.619047619048,Appartement,1.0
18,2022,9107.142857142857,Appartement,1.0
19,2022,9717.64705882353,Appartement,1.0
17,2022,13173.91304347826,Appartement,1.0
18,2022,5666.666666666667,Appartement,1.0
18,2022,11904.761904761905,Appartement,1.0
4,2022,15868.115183246073,Appartement,7.0
1,2022,40501.74444444444,Local industriel. commercial ou assimilé,0.0
1,2022,84771.09302325582,Local industriel. commercial ou assimilé,0.0
1,2022,20478.41011235955,Local industriel. commercial ou assimilé,0.0
18,2022,16500.0,Appartement,1.0
18,2022,12352.941176470587,Appartement,3.0
4,2022,14084.507042253521,Appartement,3.0
18,2022,7150.0,Appartement,2.0
19,2022,7670.454545454545,Appartement,2.0
10,2022,10470.08888888889,Appartement,4.0
20,2022,8860.404761904761,Appartement,2.0
18,2022,5714.285714285715,Local industriel. commercial ou assimilé,0.0
18,2022,11463.414634146342,Appartement,2.0
9,2022,10000.0,Appartement,1.0
3,2022,12373.75,Appartement,2.0
19,2022,8186.666666666667,Appartement,3.0
17,2022,8750.0,Appartement,1.0
18,2022,12724.691358024691,Appartement,4.0
20,2022,15576.470588235294,Appartement,1.0
10,2022,11989.795918367347,Appartement,4.0
20,2022,9318.181818181818,Appartement,1.0
18,2022,7884.615384615385,Appartement,1.0
20,2022,9129.473684210527,Appartement,2.0
18,2022,8846.153846153846,Appartement,1.0
18,2022,7580.645161290323,Appartement,2.0
10,2022,8148.0952380952385,Local industriel. commercial ou assimilé,0.0
20,2022,11738.870967741936,Appartement,2.0
10,2022,83020.0,Local industriel. commercial ou assimilé,0.0
2,2022,10088.805970149253,Appartement,3.0
9,2022,11617.1875,Appartement,3.0
18,2022,14000.0,Appartement,1.0
17,2022,12928.57142857143,Appartement,2.0
20,2022,8510.63829787234,Appartement,2.0
18,2022,15193.333333333334,Appartement,3.0
1,2022,8857.142857142857,Appartement,2.0
17,2022,13423.837209302326,Appartement,4.0
3,2022,11721.333333333334,Appartement,4.0
20,2022,9400.0,Appartement,1.0
18,2022,11400.0,Appartement,1.0
19,2022,8571.42857142857,Appartement,1.0
18,2022,9533.333333333334,Appartement,2.0
8,2022,13888.888888888889,Appartement,1.0
17,2022,277.5,Appartement,2.0
17,2022,10605.6,Appartement,1.0
1,2022,14789.772727272728,Appartement,2.0
17,2022,10562.5,Appartement,1.0
3,2022,12127.659574468085,Appartement,2.0
18,2022,8493.150684931506,Appartement,3.0
18,2022,12250.0,Appartement,2.0
20,2022,9583.333333333334,Appartement,2.0
9,2022,10888.888888888889,Appartement,2.0
19,2022,10000.0,Appartement,1.0
1,2022,13766.666666666666,Appartement,1.0
17,2022,10866.666666666666,Appartement,1.0
10,2022,8133.333333333333,Appartement,2.0
10,2022,11250.0,Appartement,1.0
10,2022,9444.444444444445,Appartement,1.0
8,2022,14234.894736842105,Appartement,1.0
9,2022,11875.0,Appartement,2.0
18,2022,22403.846153846152,Appartement,2.0
20,2022,9300.0,Appartement,1.0
8,2022,17948.71794871795,Local industriel. commercial ou assimilé,0.0
8,2022,10769.23076923077,Appartement,3.0
19,2022,11052.631578947368,Appartement,1.0
8,2022,13782.857142857143,Appartement,1.0
17,2022,10000.0,Appartement,4.0
18,2022,10000.0,Appartement,2.0
20,2022,8489.36170212766,Local industriel. commercial ou assimilé,0.0
17,2022,2307.6923076923076,Local industriel. commercial ou assimilé,0.0
2,2022,4000.0,Appartement,1.0
10,2022,10273.972602739726,Appartement,4.0
10,2022,9493.333333333334,Appartement,2.0
9,2022,11461.538461538461,Appartement,3.0
19,2022,10408.163265306122,Appartement,3.0
20,2022,9651.083333333334,Appartement,2.0
17,2022,16182.5,Appartement,4.0
20,2022,11038.461538461539,Appartement,2.0
1,2022,10000.0,Local industriel. commercial ou assimilé,0.0
4,2022,9533.333333333334,Appartement,1.0
18,2022,11250.0,Local industriel. commercial ou assimilé,0.0
17,2022,10000.0,Appartement,1.0
20,2022,9402.985074626866,Appartement,3.0
1,2022,12647.058823529413,Appartement,2.0
20,2022,7500.0,Appartement,1.0
4,2022,285.7142857142857,Appartement,2.0
18,2022,8000.0,Appartement,1.0
8,2022,17758.620689655174,Appartement,1.0
17,2022,11647.058823529413,Appartement,1.0
9,2022,7580.645161290323,Local industriel. commercial ou assimilé,0.0
18,2022,4187.5,Appartement,2.0
17,2022,12565.217391304348,Appartement,1.0
10,2022,7600.0,Appartement,2.0
20,2022,9318.181818181818,Appartement,2.0
8,2022,86666.66666666667,Local industriel. commercial ou assimilé,0.0
19,2022,9000.0,Appartement,1.0
18,2022,772.7272727272727,Appartement,2.0
20,2022,9057.142857142857,Appartement,3.0
10,2022,10421.052631578947,Appartement,2.0
10,2022,9169.354838709678,Appartement,6.0
8,2022,261.9047619047619,Local industriel. commercial ou assimilé,0.0
2,2022,30952.380952380954,Local industriel. commercial ou assimilé,0.0
9,2022,11170.212765957447,Appartement,3.0
17,2022,11302.32558139535,Appartement,4.0
10,2022,10714.285714285714,Local industriel. commercial ou assimilé,0.0
19,2022,8846.153846153846,Appartement,1.0
19,2022,7916.666666666667,Appartement,1.0
3,2022,9937.5,Appartement,1.0
10,2022,9687.5,Appartement,3.0
10,2022,9072.714285714286,Appartement,2.0
8,2022,7796.610169491525,Appartement,3.0
18,2022,1448.9574468085107,Appartement,2.0
10,2022,8928.57142857143,Appartement,2.0
18,2022,11590.90909090909,Appartement,3.0
17,2022,12037.037037037036,Appartement,3.0
10,2022,6756.756756756757,Appartement,2.0
19,2022,3703.703703703704,Appartement,1.0
10,2022,7010.58201058201,Local industriel. commercial ou assimilé,0.0
4,2022,12818.181818181818,Appartement,1.0
20,2022,8947.368421052632,Appartement,1.0
18,2022,7700.0,Appartement,2.0
18,2022,9513.513513513513,Appartement,2.0
18,2022,13031.91489361702,Appartement,4.0
18,2022,10304.347826086956,Appartement,2.0
18,2022,9441.6,Appartement,2.0
19,2022,8333.333333333334,Appartement,1.0
17,2022,8461.538461538461,Appartement,2.0
17,2022,12380.952380952382,Appartement,2.0
8,2022,9916.666666666666,Appartement,1.0
8,2022,16261.666666666666,Appartement,1.0
9,2022,10714.285714285714,Appartement,1.0
17,2022,24151.29411764706,Appartement,3.0
17,2022,25137.061224489797,Appartement,2.0
10,2022,57777.77777777778,Appartement,1.0
3,2022,11325.581395348838,Appartement,2.0
9,2022,9232.291666666666,Appartement,34.0
10,2022,8578.0,Appartement,2.0
9,2022,14814.814814814816,Appartement,1.0
18,2022,12298.0,Appartement,3.0
8,2022,80714.28571428571,Appartement,2.0
8,2022,79577.4647887324,Appartement,2.0
20,2022,7584.615384615385,Appartement,1.0
18,2022,10444.444444444445,Appartement,1.0
20,2022,10615.384615384615,Appartement,2.0
9,2022,10909.09090909091,Appartement,2.0
20,2022,3512.037037037037,Appartement,1.0
3,2022,12575.0,Appartement,1.0
17,2022,13800.0,Appartement,2.0
9,2022,11500.0,Appartement,1.0
9,2022,6187.5,Appartement,1.0
19,2022,5714.285714285715,Appartement,3.0
18,2022,10909.09090909091,Appartement,2.0
9,2022,10559.485714285714,Appartement,3.0
10,2022,6714.285714285715,Appartement,1.0
18,2022,7446.808510638298,Appartement,2.0
18,2022,7608.695652173913,Appartement,2.0
18,2022,7142.857142857143,Appartement,2.0
3,2022,8928.57142857143,Appartement,2.0
18,2022,13100.0,Appartement,2.0
3,2022,8615.384615384615,Local industriel. commercial ou assimilé,0.0
18,2022,8116.666666666667,Appartement,2.0
17,2022,38636.36363636364,Local industriel. commercial ou assimilé,0.0
18,2022,10980.0,Appartement,1.0
18,2022,13636.363636363636,Appartement,1.0
17,2022,9617.64705882353,Appartement,2.0
2,2022,12608.695652173914,Appartement,1.0
18,2022,12054.794520547945,Appartement,3.0
3,2022,12570.0,Appartement,4.0
18,2022,5400.0,Appartement,1.0
9,2022,11260.586666666666,Appartement,3.0
20,2022,15625.0,Appartement,1.0
18,2022,7954.545454545455,Appartement,1.0
9,2022,9300.0,Appartement,1.0
17,2022,13707.070707070707,Appartement,4.0
9,2022,12563.025210084033,Appartement,4.0
17,2022,9657.142857142857,Appartement,1.0
10,2022,10662.857142857143,Appartement,2.0
17,2022,11739.130434782608,Appartement,3.0
8,2022,10776.947368421053,Appartement,1.0
20,2022,9734.513274336283,Appartement,3.0
18,2022,7724.107142857143,Appartement,2.0
10,2022,7075.0,Appartement,1.0
19,2022,8285.714285714286,Appartement,3.0
20,2022,10352.857142857143,Appartement,2.0
18,2022,5000.0,Appartement,1.0
10,2022,46666.666666666664,Appartement,1.0
10,2022,11428.57142857143,Appartement,2.0
20,2022,8000.0,Appartement,1.0
18,2022,9666.666666666666,Appartement,1.0
20,2022,11666.666666666666,Appartement,1.0
19,2022,9702.222222222223,Appartement,1.0
20,2022,7077.4647887323945,Appartement,3.0
9,2022,15150.0,Appartement,2.0
20,2022,8815.78947368421,Appartement,1.0
17,2022,16923.076923076922,Appartement,1.0
17,2022,9958.955223880597,Appartement,3.0
17,2022,8333.333333333334,Local industriel. commercial ou assimilé,0.0
18,2022,8536.585365853658,Local industriel. commercial ou assimilé,0.0
2,2022,13875.0,Appartement,2.0
17,2022,10476.190476190477,Local industriel. commercial ou assimilé,0.0
18,2022,8714.285714285714,Appartement,1.0
18,2022,9773.92857142857,Appartement,3.0
8,2022,13428.57142857143,Appartement,6.0
20,2022,10075.0,Appartement,2.0
19,2022,9279.06976744186,Appartement,2.0
18,2022,10852.713178294574,Appartement,5.0
2,2022,4032.2580645161293,Local industriel. commercial ou assimilé,0.0
19,2022,4275.862068965517,Appartement,4.0
1,2022,16433.333333333332,Appartement,1.0
18,2022,7844.642857142857,Appartement,2.0
18,2022,3913.0434782608695,Appartement,2.0
19,2022,12988.076923076924,Appartement,2.0
9,2022,10240.74074074074,Appartement,3.0
20,2022,11666.666666666666,Appartement,2.0
10,2022,6111.111111111111,Appartement,1.0
9,2022,20833.333333333332,Appartement,1.0
19,2022,8066.666666666667,Appartement,2.0
17,2022,13809.52380952381,Appartement,5.0
3,2022,14571.42857142857,Appartement,1.0
10,2022,13955.223880597016,Appartement,4.0
10,2022,13955.223880597016,Local industriel. commercial ou assimilé,0.0
17,2022,11862.068965517241,Appartement,2.0
19,2022,8750.0,Appartement,1.0
20,2022,8805.555555555555,Appartement,2.0
20,2022,106.38297872340425,Appartement,2.0
9,2022,17173.91304347826,Appartement,2.0
17,2022,10240.0,Appartement,1.0
9,2022,14389.84126984127,Appartement,5.0
20,2022,9428.57142857143,Appartement,1.0
9,2022,11500.0,Appartement,1.0
18,2022,11627.254901960785,Appartement,3.0
19,2022,17070.175438596492,Appartement,2.0
19,2022,17375.0,Appartement,2.0
3,2022,10750.0,Appartement,1.0
10,2022,9200.0,Appartement,2.0
3,2022,11176.470588235294,Appartement,2.0
17,2022,10566.037735849057,Appartement,3.0
17,2022,13237.704918032787,Appartement,4.0
1,2022,10472.0,Appartement,2.0
17,2022,11745.098039215687,Appartement,3.0
18,2022,9545.454545454546,Appartement,2.0
10,2022,8965.51724137931,Appartement,2.0
9,2022,14108.71794871795,Appartement,3.0
9,2022,25010.909090909092,Appartement,1.0
9,2022,55024.0,Appartement,1.0
17,2022,11375.0,Appartement,2.0
8,2022,128272.72727272728,Local industriel. commercial ou assimilé,0.0
8,2022,164069.76744186046,Local industriel. commercial ou assimilé,0.0
20,2022,8473.684210526315,Appartement,1.0
18,2022,13125.0,Appartement,1.0
9,2022,15687.5,Appartement,1.0
3,2022,12125.0,Appartement,2.0
4,2022,13235.29411764706,Appartement,1.0
20,2022,9000.0,Appartement,1.0
18,2022,6500.0,Appartement,1.0
17,2022,12111.111111111111,Appartement,1.0
17,2022,876.4705882352941,Appartement,1.0
2,2022,10769.23076923077,Appartement,2.0
17,2022,63.08411214953271,Appartement,6.0
18,2022,6233.333333333333,Appartement,2.0
18,2022,8203.478260869566,Appartement,2.0
10,2022,12750.0,Appartement,1.0
20,2022,7772.727272727273,Appartement,1.0
17,2022,7394.736842105263,Appartement,1.0
18,2022,10333.333333333334,Appartement,1.0
3,2022,12307.951807228916,Appartement,4.0
18,2022,6666.666666666667,Appartement,3.0
18,2022,191250.0,Appartement,1.0
3,2022,13449.23076923077,Appartement,2.0
20,2022,11941.111111111111,Appartement,2.0
10,2022,11142.857142857143,Appartement,1.0
4,2022,16436.666666666668,Appartement,3.0
18,2022,8490.55,Appartement,1.0
3,2022,15510.204081632653,Appartement,2.0
20,2022,12400.0,Appartement,1.0
2,2022,13200.0,Appartement,1.0
17,2022,9523.809523809523,Appartement,4.0
8,2022,15942.028985507246,Local industriel. commercial ou assimilé,0.0
20,2022,11937.5,Appartement,1.0
18,2022,9796.212121212122,Appartement,2.0
18,2022,10296.296296296296,Appartement,2.0
18,2022,6465.116279069767,Appartement,3.0
3,2022,13557.692307692309,Appartement,3.0
8,2022,33006.535947712415,Appartement,5.0
9,2022,12884.615384615385,Appartement,2.0
18,2022,39.682539682539684,Local industriel. commercial ou assimilé,0.0
10,2022,27500.0,Appartement,2.0
10,2022,17741.935483870966,Appartement,3.0
10,2022,33333.333333333336,Appartement,2.0
18,2022,12039.411764705883,Appartement,1.0
18,2022,6666.666666666667,Appartement,1.0
18,2022,16579.72972972973,Appartement,3.0
9,2022,15083.333333333334,Appartement,1.0
10,2022,19642.85714285714,Appartement,1.0
10,2022,15277.777777777777,Appartement,2.0
18,2022,203.38983050847457,Appartement,3.0
10,2022,9416.666666666666,Appartement,4.0
9,2022,12341.304347826086,Appartement,2.0
20,2022,38426.74647887324,Appartement,4.0
20,2022,64959.5,Appartement,2.0
20,2022,80244.08823529411,Appartement,1.0
20,2022,94079.27586206897,Appartement,1.0
19,2022,14647.1875,Appartement,1.0
19,2022,13785.588235294117,Appartement,1.0
19,2022,9374.2,Local industriel. commercial ou assimilé,0.0
19,2022,7323.59375,Appartement,2.0
2,2022,3571.4285714285716,Local industriel. commercial ou assimilé,0.0
3,2022,10457.083333333334,Appartement,3.0
18,2022,11097.560975609756,Appartement,2.0
10,2022,55882.35294117647,Appartement,1.0
10,2022,4071.4285714285716,Local industriel. commercial ou assimilé,0.0
10,2022,11400.0,Appartement,2.0
18,2022,9868.421052631578,Appartement,1.0
18,2022,4534.883720930233,Appartement,3.0
18,2022,7222.222222222223,Appartement,2.0
17,2022,10694.444444444445,Appartement,2.0
9,2022,10909.09090909091,Local industriel. commercial ou assimilé,0.0
10,2022,10588.235294117647,Appartement,1.0
18,2022,337.07865168539325,Appartement,5.0
19,2022,10274.509803921568,Appartement,3.0
10,2022,16428.571428571428,Appartement,1.0
18,2022,9583.333333333334,Appartement,1.0
17,2022,11783.584905660377,Appartement,4.0
1,2022,10869.565217391304,Appartement,1.0
20,2022,11027.777777777777,Appartement,1.0
20,2022,9464.285714285714,Appartement,1.0
9,2022,17159.090909090908,Appartement,5.0
9,2022,26034.48275862069,Local industriel. commercial ou assimilé,0.0
3,2022,8083.333333333333,Appartement,2.0
20,2022,200.0,Appartement,3.0
17,2022,6760.0,Appartement,1.0
17,2022,10185.185185185184,Appartement,3.0
18,2022,10750.0,Appartement,1.0
18,2022,10359.2,Appartement,1.0
2,2022,21926.666666666668,Appartement,2.0
17,2022,13400.0,Appartement,1.0
19,2022,10650.0,Appartement,3.0
18,2022,11381.818181818182,Appartement,3.0
18,2022,9000.0,Appartement,1.0
10,2022,8901.702127659575,Appartement,2.0
10,2022,9782.608695652174,Appartement,2.0
19,2022,5868.421052631579,Appartement,3.0
2,2022,10969.69696969697,Appartement,2.0
19,2022,10044.444444444445,Appartement,3.0
17,2022,11034.48275862069,Appartement,3.0
20,2022,7692.307692307692,Appartement,2.0
9,2022,12083.333333333334,Appartement,1.0
17,2022,7064.740384615385,Appartement,4.0
10,2022,12841.304347826086,Appartement,1.0
17,2022,14000.0,Appartement,1.0
17,2022,6850.0,Appartement,2.0
9,2022,7000.0,Appartement,1.0
18,2022,38157.89473684211,Appartement,1.0
18,2022,14598.484848484848,Appartement,3.0
2,2022,12273.888888888889,Appartement,2.0
2,2022,7031.25,Local industriel. commercial ou assimilé,0.0
9,2022,11034.48275862069,Appartement,2.0
17,2022,175.0,Appartement,2.0
2,2022,9707.692307692309,Appartement,1.0
2,2022,7887.5,Appartement,3.0
17,2022,12282.608695652174,Appartement,2.0
18,2022,9545.454545454546,Appartement,2.0
18,2022,7650.0,Appartement,2.0
4,2022,11891.891891891892,Appartement,2.0
9,2022,12058.666666666666,Appartement,1.0
17,2022,14752.026315789473,Appartement,5.0
19,2022,3247.4,Appartement,4.0
9,2022,12888.198757763976,Local industriel. commercial ou assimilé,0.0
9,2022,14612.676056338029,Appartement,5.0
9,2022,46111.11111111111,Appartement,2.0
9,2022,16666.666666666668,Local industriel. commercial ou assimilé,0.0
9,2022,12639.0,Appartement,3.0
19,2022,920.9166666666666,Appartement,2.0
19,2022,10000.0,Appartement,3.0
19,2022,27588.133333333335,Local industriel. commercial ou assimilé,0.0
19,2022,5172.775,Local industriel. commercial ou assimilé,0.0
4,2022,22000.0,Local industriel. commercial ou assimilé,0.0
18,2022,6015.789473684211,Appartement,2.0
10,2022,6496.2962962962965,Local industriel. commercial ou assimilé,0.0
19,2022,10520.833333333334,Appartement,2.0
17,2022,10808.823529411764,Appartement,3.0
9,2022,9937.888695652175,Appartement,2.0
10,2022,14285.714285714286,Appartement,2.0
8,2022,11500.0,Appartement,1.0
20,2022,9677.41935483871,Appartement,3.0
10,2022,11162.790697674418,Appartement,2.0
2,2022,3097.560975609756,Local industriel. commercial ou assimilé,0.0
2,2022,9769.23076923077,Local industriel. commercial ou assimilé,0.0
2,2022,3825.3012048192772,Local industriel. commercial ou assimilé,0.0
20,2022,8551.851851851852,Local industriel. commercial ou assimilé,0.0
1,2022,16060.60606060606,Appartement,2.0
17,2022,12610.204081632653,Appartement,4.0
1,2022,10937.5,Appartement,1.0
3,2022,14822.222222222223,Appartement,1.0
17,2022,11111.111111111111,Appartement,1.0
