Arrondissement,annee_mutation,prix_m2,type_local,nombre_pieces_principales
15,2020,12372.743902439024,Appartement,4.0
15,2020,14705.882352941177,Appartement,1.0
15,2020,19642.85714285714,Local industriel. commercial ou assimilé,0.0
15,2020,18333.333333333332,Local industriel. commercial ou assimilé,0.0
15,2020,11794.871794871795,Appartement,2.0
15,2020,16052.631578947368,Appartement,2.0
15,2020,5541.666666666667,Appartement,2.0
15,2020,9642.857142857143,Appartement,2.0
15,2020,14090.90909090909,Appartement,2.0
15,2020,10431.818181818182,Appartement,2.0
15,2020,9429.227272727272,Appartement,3.0
15,2020,1272.498985801217,Local industriel. commercial ou assimilé,0.0
15,2020,11589.74358974359,Appartement,2.0
15,2020,11175.0,Appartement,2.0
15,2020,12777.777777777777,Local industriel. commercial ou assimilé,0.0
15,2020,9285.714285714286,Appartement,2.0
15,2020,11029.411764705883,Appartement,2.0
15,2020,18000.0,Appartement,1.0
15,2020,11615.357627118643,Appartement,3.0
15,2020,12785.714285714286,Appartement,3.0
15,2020,10783.132530120482,Appartement,4.0
15,2020,6835.9375,Appartement,2.0
15,2020,8333.333333333334,Appartement,2.0
15,2020,14038.461538461539,Appartement,1.0
15,2020,10461.538461538461,Appartement,3.0
15,2020,12000.0,Appartement,2.0
15,2020,7017.543859649123,Local industriel. commercial ou assimilé,0.0
15,2020,10862.068965517241,Appartement,3.0
15,2020,11666.666666666666,Appartement,1.0
15,2020,11437.5,Appartement,1.0
15,2020,7962.742857142857,Appartement,2.0
15,2020,10468.75,Appartement,1.0
15,2020,9952.380952380952,Appartement,2.0
15,2020,11702.093023255815,Appartement,2.0
15,2020,14000.0,Appartement,1.0
15,2020,10842.105263157895,Appartement,2.0
15,2020,11464.285714285714,Appartement,4.0
15,2020,7276.575,Appartement,2.0
15,2020,11571.42857142857,Appartement,1.0
15,2020,2470.5882352941176,Appartement,1.0
15,2020,258.62068965517244,Local industriel. commercial ou assimilé,0.0
15,2020,9100.0,Appartement,1.0
15,2020,10300.0,Appartement,1.0
15,2020,5861.111111111111,Local industriel. commercial ou assimilé,0.0
15,2020,12142.857142857143,Appartement,1.0
15,2020,10000.0,Appartement,1.0
15,2020,14750.0,Appartement,1.0
15,2020,12357.142857142857,Appartement,1.0
15,2020,1400.0,Local industriel. commercial ou assimilé,0.0
15,2020,11851.851851851852,Appartement,1.0
15,2020,8333.333333333334,Appartement,1.0
15,2020,9090.90909090909,Appartement,1.0
15,2020,9696.969696969696,Appartement,2.0
15,2020,22857.14285714286,Local industriel. commercial ou assimilé,0.0
15,2020,6481.481481481482,Appartement,2.0
15,2020,9409.375,Appartement,1.0
15,2020,80667.33333333333,Appartement,1.0
15,2020,8281.25,Local industriel. commercial ou assimilé,0.0
15,2020,5401.9607843137255,Appartement,2.0
15,2020,12111.111111111111,Appartement,2.0
15,2020,10388.888888888889,Appartement,1.0
15,2020,8333.333333333334,Appartement,4.0
15,2020,10381.272727272728,Appartement,2.0
15,2020,10333.333333333334,Local industriel. commercial ou assimilé,0.0
15,2020,12235.714285714286,Appartement,2.0
15,2020,9687.5,Appartement,2.0
15,2020,10121.951219512195,Appartement,2.0
15,2020,10235.0,Appartement,2.0
15,2020,10816.326530612245,Appartement,3.0
15,2020,43333.333333333336,Appartement,1.0
15,2020,12123.841463414634,Appartement,4.0
15,2020,7684.95575221239,Appartement,5.0
15,2020,7976.991150442478,Appartement,5.0
15,2020,8793.103448275862,Appartement,2.0
15,2020,8719.512195121952,Appartement,4.0
15,2020,11666.666666666666,Appartement,1.0
15,2020,13927.222222222223,Appartement,3.0
15,2020,11912.5,Appartement,1.0
15,2020,8974.358974358975,Appartement,2.0
15,2020,10481.481481481482,Appartement,4.0
15,2020,8653.846153846154,Appartement,1.0
15,2020,10000.0,Local industriel. commercial ou assimilé,0.0
15,2020,10024.647887323943,Appartement,4.0
15,2020,10588.235294117647,Appartement,4.0
15,2020,26250.0,Appartement,1.0
15,2020,10327.868852459016,Appartement,3.0
15,2020,11380.82142857143,Appartement,2.0
15,2020,9318.181818181818,Appartement,2.0
15,2020,10303.030303030304,Appartement,2.0
15,2020,3250.0,Local industriel. commercial ou assimilé,0.0
15,2020,10277.777777777777,Appartement,1.0
15,2020,12552.083333333334,Appartement,3.0
15,2020,9662.5,Appartement,2.0
15,2020,11609.722222222223,Appartement,1.0
15,2020,11463.414634146342,Appartement,4.0
15,2020,11538.461538461539,Appartement,2.0
15,2020,11551.0,Appartement,3.0
15,2020,9241.379310344828,Appartement,1.0
15,2020,168465.0,Local industriel. commercial ou assimilé,0.0
15,2020,85660.16949152542,Appartement,3.0
15,2020,80221.42857142857,Appartement,3.0
15,2020,68296.62162162163,Appartement,3.0
15,2020,81515.32258064517,Appartement,3.0
15,2020,421162.5,Appartement,1.0
15,2020,67386.0,Appartement,3.0
15,2020,101079.0,Appartement,2.0
15,2020,97191.34615384616,Appartement,3.0
15,2020,297291.17647058825,Appartement,2.0
15,2020,631743.75,Appartement,1.0
15,2020,10000.0,Appartement,2.0
15,2020,11876.923076923076,Appartement,3.0
15,2020,10645.161290322581,Local industriel. commercial ou assimilé,0.0
15,2020,11306.818181818182,Appartement,4.0
15,2020,10550.0,Appartement,1.0
15,2020,8861.95652173913,Appartement,2.0
15,2020,25906.25,Appartement,1.0
15,2020,11886.333333333334,Appartement,3.0
15,2020,10907.5,Appartement,3.0
15,2020,11388.888888888889,Appartement,1.0
15,2020,27190.47619047619,Appartement,3.0
15,2020,10875.0,Appartement,1.0
15,2020,5486.111111111111,Appartement,3.0
15,2020,10480.76923076923,Appartement,3.0
15,2020,9909.09090909091,Appartement,3.0
15,2020,13250.0,Appartement,1.0
15,2020,10000.0,Appartement,1.0
15,2020,28333.333333333332,Appartement,1.0
15,2020,7692.307692307692,Appartement,4.0
15,2020,8819.444444444445,Appartement,2.0
15,2020,10312.5,Appartement,1.0
15,2020,38596.491228070176,Appartement,3.0
15,2020,12941.176470588236,Maison,6.0
15,2020,17543.859649122805,Appartement,3.0
15,2020,23255.81395348837,Appartement,1.0
15,2020,11200.0,Appartement,1.0
15,2020,12611.111111111111,Appartement,1.0
15,2020,9640.0,Appartement,3.0
15,2020,12640.0,Appartement,2.0
15,2020,9264.70588235294,Appartement,1.0
15,2020,12048.682222222222,Appartement,4.0
15,2020,13241.09589041096,Appartement,4.0
15,2020,12666.666666666666,Appartement,3.0
15,2020,8533.333333333334,Local industriel. commercial ou assimilé,0.0
15,2020,160000.0,Local industriel. commercial ou assimilé,0.0
15,2020,13300.0,Appartement,1.0
15,2020,12678.57142857143,Appartement,1.0
15,2020,11555.555555555555,Appartement,1.0
15,2020,10227.272727272728,Appartement,4.0
15,2020,8823.529411764706,Appartement,1.0
15,2020,7921.0526315789475,Appartement,2.0
15,2020,10857.142857142857,Appartement,2.0
15,2020,7916.666666666667,Appartement,3.0
15,2020,9960.526315789473,Appartement,2.0
15,2020,13333.333333333334,Local industriel. commercial ou assimilé,0.0
15,2020,14000.0,Local industriel. commercial ou assimilé,0.0
15,2020,13085.964912280702,Appartement,3.0
15,2020,11521.739130434782,Appartement,2.0
15,2020,11269.23076923077,Appartement,1.0
15,2020,10000.0,Appartement,1.0
15,2020,9589.04109589041,Appartement,2.0
15,2020,8470.588235294117,Appartement,2.0
15,2020,10000.0,Appartement,1.0
15,2020,8338.57142857143,Appartement,3.0
15,2020,7729.333333333333,Appartement,3.0
15,2020,8110.419354838709,Appartement,1.0
15,2020,9310.344827586207,Appartement,1.0
15,2020,12000.0,Appartement,3.0
15,2020,10243.90243902439,Appartement,1.0
15,2020,11666.666666666666,Appartement,1.0
15,2020,6912.903225806452,Appartement,2.0
15,2020,15384.615384615385,Appartement,1.0
15,2020,13026.315789473685,Appartement,3.0
15,2020,9835.714285714286,Appartement,4.0
15,2020,12681.818181818182,Appartement,1.0
15,2020,11597.222222222223,Appartement,5.0
15,2020,833.3333333333334,Local industriel. commercial ou assimilé,0.0
15,2020,19512.19512195122,Appartement,4.0
15,2020,10567.272727272728,Appartement,2.0
15,2020,3577.2357723577234,Local industriel. commercial ou assimilé,0.0
15,2020,13500.0,Appartement,1.0
15,2020,2910.569105691057,Local industriel. commercial ou assimilé,0.0
15,2020,15714.285714285714,Local industriel. commercial ou assimilé,0.0
15,2020,66000.0,Local industriel. commercial ou assimilé,0.0
15,2020,18571.428571428572,Appartement,1.0
15,2020,11306.666666666666,Appartement,2.0
15,2020,1016.260162601626,Local industriel. commercial ou assimilé,0.0
15,2020,10166.666666666666,Appartement,2.0
15,2020,12567.567567567568,Appartement,2.0
15,2020,8326.506024096385,Appartement,4.0
15,2020,13375.0,Appartement,1.0
15,2020,13500.0,Appartement,1.0
15,2020,8000.0,Appartement,1.0
15,2020,13093.297872340425,Appartement,2.0
15,2020,11521.739130434782,Appartement,1.0
15,2020,11925.925925925925,Appartement,2.0
15,2020,10580.0,Appartement,1.0
15,2020,17800.0,Appartement,1.0
15,2020,13690.47619047619,Appartement,3.0
15,2020,12307.692307692309,Appartement,1.0
15,2020,11302.941176470587,Appartement,3.0
15,2020,4833.333333333333,Local industriel. commercial ou assimilé,0.0
15,2020,7178.666666666667,Appartement,3.0
15,2020,10559.322033898305,Appartement,3.0
15,2020,13913.04347826087,Appartement,1.0
15,2020,11727.272727272728,Appartement,1.0
15,2020,8186.021505376344,Appartement,4.0
15,2020,12210.0,Appartement,1.0
15,2020,10840.90909090909,Appartement,1.0
15,2020,12350.0,Appartement,1.0
15,2020,14612.068965517241,Appartement,5.0
15,2020,11916.666666666666,Appartement,2.0
15,2020,3949.3670886075947,Appartement,4.0
15,2020,12182.142857142857,Appartement,2.0
15,2020,11296.296296296296,Appartement,2.0
15,2020,15975.0,Appartement,1.0
15,2020,9568.733333333334,Appartement,1.0
15,2020,11000.0,Appartement,1.0
15,2020,9915.254237288136,Appartement,3.0
15,2020,9868.421052631578,Local industriel. commercial ou assimilé,0.0
15,2020,11250.0,Appartement,1.0
15,2020,9343.75,Appartement,2.0
15,2020,12497.065573770491,Appartement,4.0
15,2020,13349.494949494949,Appartement,4.0
15,2020,14000.0,Appartement,1.0
15,2020,10494.814814814816,Appartement,2.0
15,2020,12307.692307692309,Appartement,1.0
15,2020,9642.857142857143,Appartement,1.0
15,2020,13617.021276595744,Appartement,2.0
15,2020,6000.0,Appartement,1.0
15,2020,11933.333333333334,Appartement,2.0
15,2020,10929.411764705883,Appartement,1.0
15,2020,11421.935483870968,Appartement,1.0
15,2020,11500.0,Appartement,3.0
15,2020,10000.0,Appartement,1.0
15,2020,12812.5,Appartement,1.0
15,2020,12843.75,Local industriel. commercial ou assimilé,0.0
15,2020,12142.857142857143,Appartement,1.0
15,2020,10862.068965517241,Appartement,2.0
15,2020,11296.296296296296,Appartement,3.0
15,2020,9418.60465116279,Appartement,2.0
15,2020,472.72727272727275,Appartement,2.0
15,2020,4833.333333333333,Local industriel. commercial ou assimilé,0.0
15,2020,3866.6666666666665,Local industriel. commercial ou assimilé,0.0
15,2020,12812.5,Appartement,1.0
15,2020,13157.894736842105,Appartement,2.0
15,2020,13318.181818181818,Appartement,2.0
15,2020,7750.0,Appartement,1.0
15,2020,27538.46153846154,Appartement,1.0
15,2020,10228.57142857143,Appartement,2.0
15,2020,11312.5,Appartement,1.0
15,2020,11190.47619047619,Appartement,2.0
15,2020,16388.95348837209,Local industriel. commercial ou assimilé,0.0
15,2020,23105.737704918032,Appartement,1.0
15,2020,17841.13924050633,Local industriel. commercial ou assimilé,0.0
15,2020,7800.0,Appartement,2.0
15,2020,10833.333333333334,Appartement,1.0
15,2020,10655.737704918032,Appartement,3.0
15,2020,11300.0,Appartement,4.0
15,2020,8437.5,Appartement,1.0
15,2020,6054.901960784314,Appartement,2.0
15,2020,13333.333333333334,Appartement,1.0
15,2020,13407.692307692309,Appartement,1.0
15,2020,15111.111111111111,Local industriel. commercial ou assimilé,0.0
15,2020,3750.0,Local industriel. commercial ou assimilé,0.0
15,2020,11816.666666666666,Appartement,3.0
15,2020,9166.666666666666,Appartement,1.0
15,2020,10500.0,Appartement,3.0
15,2020,7941.176470588235,Appartement,4.0
15,2020,5894.736842105263,Appartement,1.0
15,2020,11950.972222222223,Appartement,3.0
15,2020,9545.454545454546,Appartement,1.0
15,2020,38281.25,Appartement,2.0
15,2020,33108.10810810811,Appartement,2.0
15,2020,10771.42857142857,Appartement,2.0
15,2020,1384.6153846153845,Local industriel. commercial ou assimilé,0.0
15,2020,9839.861111111111,Appartement,3.0
15,2020,9182.547169811322,Appartement,2.0
15,2020,31660.0,Appartement,3.0
15,2020,32306.122448979593,Appartement,3.0
15,2020,10000.0,Local industriel. commercial ou assimilé,0.0
15,2020,5800.0,Local industriel. commercial ou assimilé,0.0
15,2020,6902.325581395349,Local industriel. commercial ou assimilé,0.0
15,2020,9583.333333333334,Appartement,1.0
15,2020,12000.0,Appartement,1.0
15,2020,13571.42857142857,Appartement,1.0
15,2020,11341.666666666666,Appartement,4.0
15,2020,12200.0,Appartement,2.0
15,2020,10723.125,Appartement,3.0
15,2020,11816.666666666666,Appartement,2.0
15,2020,9800.0,Appartement,1.0
15,2020,10394.736842105263,Appartement,2.0
15,2020,12708.333333333334,Appartement,1.0
15,2020,10000.0,Appartement,1.0
15,2020,10208.333333333334,Appartement,1.0
15,2020,11492.537313432837,Appartement,3.0
15,2020,18626.0,Local industriel. commercial ou assimilé,0.0
15,2020,11538.461538461539,Appartement,1.0
15,2020,12245.61403508772,Appartement,3.0
15,2020,12423.076923076924,Appartement,2.0
15,2020,11428.57142857143,Appartement,1.0
15,2020,12133.333333333334,Local industriel. commercial ou assimilé,0.0
15,2020,23483.870967741936,Local industriel. commercial ou assimilé,0.0
15,2020,12500.0,Appartement,1.0
15,2020,12236.842105263158,Appartement,2.0
15,2020,11666.666666666666,Appartement,1.0
15,2020,10384.615384615385,Appartement,1.0
15,2020,2500.0,Local industriel. commercial ou assimilé,0.0
15,2020,192307.6923076923,Local industriel. commercial ou assimilé,0.0
15,2020,11470.588235294117,Appartement,1.0
15,2020,31818.18181818182,Local industriel. commercial ou assimilé,0.0
15,2020,11842.105263157895,Appartement,2.0
15,2020,9043.478260869566,Appartement,2.0
15,2020,300.0,Appartement,1.0
15,2020,12802.197802197803,Appartement,4.0
15,2020,250.1,Appartement,4.0
15,2020,4000.0,Local industriel. commercial ou assimilé,0.0
15,2020,6571.428571428572,Appartement,1.0
15,2020,11642.857142857143,Appartement,2.0
15,2020,5289.855072463768,Appartement,4.0
15,2020,13388.888888888889,Appartement,2.0
15,2020,11403.508771929824,Appartement,3.0
15,2020,339.0625,Appartement,3.0
15,2020,13866.666666666666,Appartement,1.0
15,2020,3900.0,Appartement,2.0
15,2020,833.3333333333334,Local industriel. commercial ou assimilé,0.0
15,2020,166.66666666666666,Appartement,2.0
15,2020,10769.23076923077,Appartement,2.0
15,2020,11200.0,Appartement,2.0
15,2020,13580.645161290322,Appartement,2.0
15,2020,7494.666666666667,Appartement,3.0
15,2020,7456.25,Appartement,4.0
15,2020,9000.0,Local industriel. commercial ou assimilé,0.0
15,2020,11071.42857142857,Appartement,2.0
15,2020,2234.848409090909,Local industriel. commercial ou assimilé,0.0
15,2020,14888.888888888889,Local industriel. commercial ou assimilé,0.0
15,2020,10151.515151515152,Appartement,4.0
15,2020,10507.246376811594,Appartement,4.0
15,2020,10800.0,Appartement,1.0
15,2020,10253.125,Appartement,1.0
15,2020,12439.024390243903,Local industriel. commercial ou assimilé,0.0
15,2020,11939.32584269663,Appartement,4.0
15,2020,12093.023255813954,Appartement,2.0
15,2020,8695.652173913044,Local industriel. commercial ou assimilé,0.0
15,2020,7795.652173913043,Appartement,3.0
15,2020,8978.181818181818,Appartement,2.0
15,2020,12956.73076923077,Appartement,2.0
15,2020,1360.0,Appartement,1.0
15,2020,6529.119047619048,Local industriel. commercial ou assimilé,0.0
15,2020,63076.92307692308,Local industriel. commercial ou assimilé,0.0
15,2020,11000.0,Appartement,2.0
15,2020,19473.684210526317,Appartement,2.0
15,2020,14444.444444444445,Appartement,2.0
15,2020,8474.57627118644,Local industriel. commercial ou assimilé,0.0
15,2020,11473.333333333334,Appartement,2.0
15,2020,13150.0,Appartement,1.0
15,2020,8076.660714285715,Appartement,2.0
15,2020,11747.627118644068,Appartement,3.0
15,2020,12966.714285714286,Appartement,1.0
15,2020,11097.560975609756,Appartement,2.0
15,2020,26845.637583892618,Appartement,4.0
15,2020,67796.61016949153,Appartement,2.0
15,2020,11339.285714285714,Appartement,4.0
15,2020,9320.3125,Appartement,1.0
16,2020,128.2051282051282,Appartement,4.0
16,2020,6111.111111111111,Appartement,1.0
16,2020,25200.0,Appartement,3.0
16,2020,14482.758620689656,Appartement,4.0
16,2020,13636.363636363636,Appartement,1.0
16,2020,5227.272727272727,Appartement,2.0
16,2020,12000.0,Appartement,1.0
16,2020,17884.814814814814,Appartement,3.0
16,2020,112.66,Appartement,2.0
16,2020,9719.298245614034,Appartement,1.0
16,2020,80000.0,Local industriel. commercial ou assimilé,0.0
16,2020,20717.131474103586,Local industriel. commercial ou assimilé,0.0
16,2020,173333.33333333334,Appartement,2.0
16,2020,85245.90163934426,Local industriel. commercial ou assimilé,0.0
16,2020,167741.93548387097,Local industriel. commercial ou assimilé,0.0
16,2020,30232.558139534885,Local industriel. commercial ou assimilé,0.0
16,2020,13225.806451612903,Appartement,2.0
16,2020,7354.4973544973545,Local industriel. commercial ou assimilé,0.0
16,2020,12142.857142857143,Appartement,4.0
16,2020,12142.857142857143,Appartement,3.0
16,2020,1925.531914893617,Appartement,3.0
16,2020,10666.666666666666,Appartement,1.0
16,2020,12572.0,Appartement,2.0
16,2020,13725.490196078432,Maison,3.0
16,2020,4602.272727272727,Appartement,2.0
16,2020,10625.0,Appartement,1.0
16,2020,12307.692307692309,Appartement,1.0
16,2020,11700.0,Appartement,1.0
16,2020,9980.555555555555,Local industriel. commercial ou assimilé,0.0
16,2020,42270.58823529412,Appartement,1.0
16,2020,14372.0,Local industriel. commercial ou assimilé,0.0
16,2020,8780.487804878048,Appartement,2.0
16,2020,8011.95652173913,Appartement,2.0
16,2020,11666.666666666666,Appartement,5.0
16,2020,9090.90909090909,Appartement,2.0
16,2020,14566.216216216217,Appartement,4.0
16,2020,11632.65306122449,Appartement,3.0
16,2020,6307.692307692308,Appartement,1.0
16,2020,2790000.0,Local industriel. commercial ou assimilé,0.0
16,2020,4650000.0,Local industriel. commercial ou assimilé,0.0
16,2020,3487500.0,Local industriel. commercial ou assimilé,0.0
16,2020,91575.49234135667,Local industriel. commercial ou assimilé,0.0
16,2020,8370000.0,Local industriel. commercial ou assimilé,0.0
16,2020,3219230.769230769,Local industriel. commercial ou assimilé,0.0
16,2020,2202631.5789473685,Local industriel. commercial ou assimilé,0.0
16,2020,7142.857142857143,Appartement,1.0
16,2020,3000.0,Appartement,1.0
16,2020,13636.363636363636,Appartement,1.0
16,2020,15240.31007751938,Appartement,6.0
16,2020,23467.74193548387,Appartement,3.0
16,2020,5625.0,Appartement,1.0
16,2020,11916.666666666666,Appartement,4.0
16,2020,9261.538461538461,Appartement,1.0
16,2020,8316.008316008316,Local industriel. commercial ou assimilé,0.0
16,2020,12236.666666666666,Appartement,1.0
16,2020,14444.444444444445,Appartement,2.0
16,2020,128.2051282051282,Appartement,4.0
16,2020,9295.774647887323,Appartement,2.0
16,2020,10153.846153846154,Appartement,3.0
16,2020,18333.333333333332,Appartement,1.0
16,2020,10375.0,Appartement,6.0
16,2020,25416.666666666668,Appartement,1.0
16,2020,6000.0,Local industriel. commercial ou assimilé,0.0
16,2020,16250.0,Appartement,1.0
16,2020,11229.814814814816,Appartement,4.0
16,2020,15263.157894736842,Appartement,1.0
16,2020,1315.982142857143,Appartement,3.0
16,2020,1132.5,Appartement,3.0
16,2020,9090.90909090909,Appartement,1.0
16,2020,12600.0,Appartement,2.0
16,2020,11904.761904761905,Appartement,5.0
16,2020,13222.222222222223,Appartement,1.0
16,2020,1057.6923076923076,Appartement,2.0
16,2020,1309.5238095238096,Local industriel. commercial ou assimilé,0.0
16,2020,1486.4864864864865,Appartement,2.0
16,2020,10135.135135135135,Local industriel. commercial ou assimilé,0.0
16,2020,14032.882352941177,Appartement,4.0
16,2020,14500.0,Appartement,1.0
16,2020,8321.108108108108,Appartement,2.0
16,2020,12000.0,Appartement,1.0
16,2020,12244.897959183674,Appartement,7.0
16,2020,12684.21052631579,Appartement,4.0
16,2020,11466.666666666666,Appartement,4.0
16,2020,11666.666666666666,Appartement,2.0
16,2020,16071.42857142857,Appartement,2.0
16,2020,12500.0,Appartement,4.0
16,2020,11184.21052631579,Appartement,2.0
16,2020,4571.428571428572,Appartement,3.0
16,2020,9324.324324324325,Appartement,4.0
16,2020,27391.304347826088,Appartement,1.0
16,2020,26250.0,Appartement,1.0
16,2020,12315.78947368421,Appartement,1.0
16,2020,9977.317460317461,Appartement,2.0
16,2020,13269.23076923077,Appartement,6.0
16,2020,358.97435897435895,Appartement,2.0
16,2020,11875.0,Appartement,1.0
16,2020,9044.444444444445,Appartement,2.0
16,2020,13372.093023255815,Appartement,4.0
16,2020,12337.5,Appartement,1.0
16,2020,9428.57142857143,Appartement,2.0
16,2020,7615.384615384615,Appartement,4.0
16,2020,9500.0,Appartement,2.0
16,2020,20238.095238095237,Appartement,4.0
16,2020,75092.30769230769,Appartement,1.0
16,2020,11897.106109324759,Appartement,7.0
16,2020,13843.75,Appartement,1.0
16,2020,8326.923076923076,Appartement,1.0
16,2020,6560.606060606061,Appartement,2.0
16,2020,11300.0,Appartement,4.0
16,2020,26076.923076923078,Appartement,1.0
16,2020,9400.0,Appartement,2.0
16,2020,6266.666666666667,Appartement,4.0
16,2020,18800.0,Appartement,2.0
16,2020,9000.0,Appartement,1.0
16,2020,15000.0,Appartement,1.0
16,2020,20000.0,Appartement,1.0
16,2020,14792.297872340425,Appartement,2.0
16,2020,35357.142857142855,Appartement,1.0
16,2020,49500.0,Local industriel. commercial ou assimilé,0.0
16,2020,16500.0,Local industriel. commercial ou assimilé,0.0
16,2020,55000.0,Appartement,1.0
16,2020,14457.52,Appartement,1.0
16,2020,1096.774193548387,Appartement,1.0
16,2020,2266.6666666666665,Appartement,1.0
16,2020,11361.702127659575,Appartement,2.0
16,2020,9600.0,Appartement,1.0
16,2020,16299.6875,Appartement,2.0
16,2020,12272.727272727272,Appartement,1.0
16,2020,900.0,Appartement,4.0
16,2020,10078.740157480315,Appartement,5.0
16,2020,11000.0,Appartement,1.0
16,2020,8076.923076923077,Appartement,2.0
16,2020,12936.170212765957,Appartement,2.0
16,2020,14150.943396226416,Appartement,2.0
16,2020,12337.639393939395,Appartement,6.0
16,2020,12884.243670886075,Appartement,5.0
16,2020,12298.0,Appartement,2.0
16,2020,11454.545454545454,Appartement,2.0
16,2020,56818.181818181816,Appartement,1.0
16,2020,11666.666666666666,Appartement,1.0
16,2020,10424.242424242424,Appartement,1.0
16,2020,18000.0,Appartement,1.0
16,2020,15058.441860465116,Appartement,2.0
16,2020,3500.0,Local industriel. commercial ou assimilé,0.0
16,2020,12261.904761904761,Appartement,1.0
16,2020,11415.0,Appartement,1.0
16,2020,14309.82456140351,Appartement,4.0
16,2020,14000.0,Appartement,2.0
16,2020,13274.594594594595,Appartement,3.0
16,2020,11379.310344827587,Appartement,1.0
16,2020,5322.580645161291,Appartement,2.0
16,2020,12681.818181818182,Appartement,1.0
16,2020,12764.864864864865,Appartement,2.0
16,2020,13119.444444444445,Appartement,2.0
16,2020,14500.0,Appartement,1.0
16,2020,9146.341463414634,Appartement,2.0
16,2020,11393.22033898305,Appartement,2.0
16,2020,354.54545454545456,Local industriel. commercial ou assimilé,0.0
16,2020,8144.329896907217,Appartement,4.0
16,2020,27241.379310344826,Appartement,2.0
16,2020,36.809815950920246,Appartement,6.0
16,2020,8800.0,Appartement,1.0
16,2020,10526.315789473685,Appartement,3.0
16,2020,12553.191489361701,Appartement,3.0
16,2020,16761.029411764706,Appartement,4.0
16,2020,4166.666666666667,Local industriel. commercial ou assimilé,0.0
16,2020,11961.538461538461,Appartement,1.0
16,2020,14105.263157894737,Appartement,2.0
16,2020,32631.57894736842,Appartement,4.0
16,2020,27433.62831858407,Appartement,4.0
16,2020,10657.894736842105,Appartement,1.0
16,2020,12105.263157894737,Appartement,9.0
16,2020,14800.0,Appartement,1.0
16,2020,12903.225806451614,Appartement,3.0
16,2020,16521.739130434784,Appartement,4.0
16,2020,12010.416666666666,Appartement,2.0
16,2020,11666.666666666666,Appartement,3.0
16,2020,12500.0,Appartement,1.0
16,2020,9657.894736842105,Appartement,1.0
16,2020,14666.666666666666,Appartement,2.0
16,2020,12191.07142857143,Appartement,1.0
16,2020,520.8333333333334,Appartement,5.0
16,2020,24137.931034482757,Appartement,4.0
16,2020,8583.333333333334,Local industriel. commercial ou assimilé,0.0
16,2020,12000.0,Appartement,1.0
16,2020,14500.0,Appartement,5.0
16,2020,41428.57142857143,Local industriel. commercial ou assimilé,0.0
16,2020,3850.0,Local industriel. commercial ou assimilé,0.0
16,2020,12497.798742138364,Appartement,6.0
16,2020,11942.857142857143,Appartement,3.0
16,2020,13857.142857142857,Maison,2.0
16,2020,16528.571428571428,Appartement,1.0
16,2020,12500.0,Appartement,2.0
16,2020,8000.0,Appartement,2.0
16,2020,44098.360655737706,Appartement,3.0
16,2020,53800.0,Appartement,2.0
16,2020,43387.096774193546,Appartement,3.0
16,2020,41384.61538461538,Appartement,3.0
16,2020,9500.0,Appartement,4.0
16,2020,9166.666666666666,Appartement,2.0
16,2020,4761.9047619047615,Appartement,1.0
16,2020,11648.1,Appartement,5.0
16,2020,6406.25,Appartement,2.0
16,2020,8200.0,Appartement,3.0
16,2020,24258.0,Local industriel. commercial ou assimilé,0.0
16,2020,13476.666666666666,Appartement,1.0
16,2020,178.57142857142858,Appartement,2.0
16,2020,5937.5,Appartement,2.0
16,2020,3900.709219858156,Appartement,4.0
16,2020,11029.411764705883,Appartement,2.0
16,2020,17857.14285714286,Local industriel. commercial ou assimilé,0.0
16,2020,13230.76923076923,Appartement,3.0
16,2020,10530.30303030303,Appartement,2.0
16,2020,10859.375,Appartement,2.0
16,2020,17375.0,Local industriel. commercial ou assimilé,0.0
16,2020,11571.42857142857,Local industriel. commercial ou assimilé,0.0
16,2020,38125.0,Appartement,1.0
16,2020,11561.453125,Appartement,3.0
16,2020,17264.957264957266,Local industriel. commercial ou assimilé,0.0
16,2020,14233.333333333334,Appartement,6.0
16,2020,5250.0,Appartement,1.0
16,2020,13866.666666666666,Appartement,4.0
16,2020,15000.0,Appartement,5.0
16,2020,30245.66037735849,Local industriel. commercial ou assimilé,0.0
16,2020,11962.835820895523,Appartement,5.0
16,2020,9677.41935483871,Appartement,2.0
16,2020,11710.526315789473,Appartement,7.0
16,2020,10978.43137254902,Appartement,3.0
16,2020,10555.555555555555,Appartement,2.0
16,2020,14488.888888888889,Appartement,3.0
16,2020,11627.906976744185,Appartement,4.0
16,2020,11600.0,Appartement,1.0
16,2020,14729.72972972973,Appartement,2.0
16,2020,9058.823529411764,Appartement,4.0
16,2020,9732.142857142857,Appartement,3.0
16,2020,13500.0,Appartement,4.0
16,2020,17083.333333333332,Appartement,1.0
16,2020,10284.444444444445,Appartement,2.0
16,2020,13544.711538461539,Appartement,6.0
16,2020,11538.461538461539,Appartement,2.0
16,2020,10250.0,Appartement,2.0
16,2020,15959.52380952381,Appartement,3.0
16,2020,11250.0,Appartement,1.0
16,2020,9084.615384615385,Appartement,1.0
16,2020,12271.0,Appartement,1.0
16,2020,23779.06976744186,Appartement,3.0
16,2020,11250.0,Appartement,2.0
16,2020,12857.142857142857,Local industriel. commercial ou assimilé,0.0
16,2020,10880.0,Appartement,6.0
16,2020,11510.791366906475,Appartement,5.0
