Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;Coordonnée en X (L93);Coordonnée en Y (L93);geo_shape;geo_point_2d
2002956;7-7BIS RUE SCHEFFER;75016;Paris;2016;PARIS HABITAT;1;1;0;0;0;acquisition conventionnement;;16;logement familial;647464.769;6862526.9083;"{""coordinates"": [2.283939791623225, 48.86063267024431], ""type"": ""Point""}";48.86063267024431, 2.283939791623225
2003000;7 RUE DES ABBESSES 25 RUE HOUDON;75018;Paris;2016;RIVP;20;10;10;0;0;acquisition réhabilitation;;18;logement familial;651520.933;6865080.5554;"{""coordinates"": [2.3389316131627127, 48.88391503980879], ""type"": ""Point""}";48.88391503980879, 2.3389316131627127
2003008;57-59 RUE PIAT;75020;Paris;2016;SABLIERE;24;0;0;0;24;construction neuve;;20;résidence étudiante;654773.895;6863856.4243;"{""coordinates"": [2.383418001120437, 48.87314342020984], ""type"": ""Point""}";48.87314342020984, 2.383418001120437
2003022;87, AVENUE LEDRU ROLLIN;75012;Paris;2016;ELOGIE SIEMP;3;3;0;0;0;acquisition réhabilitation;;12;logement familial;654196.8359;6861419.286;"{""coordinates"": [2.375813738346646, 48.85118573997572], ""type"": ""Point""}";48.85118573997572, 2.375813738346646
2003025;68, RUE DU MOULIN VERT;75014;Paris;2016;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;14;logement familial;650127.282;6859214.8891;"{""coordinates"": [2.3206166543273214, 48.831059439757944], ""type"": ""Point""}";48.831059439757944, 2.3206166543273214
2003029;21-23, RUE PAJOL;75018;Paris;2016;ELOGIE SIEMP;1;1;0;0;0;construction neuve;;18;logement familial;653132.374;6865333.5761;"{""coordinates"": [2.360876581108381, 48.8863096800755], ""type"": ""Point""}";48.8863096800755, 2.360876581108381
2003064;47-51, RUE DUTOT;75015;Paris;2017;SEQENS HABITAT;27;14;13;0;0;construction neuve;;15;logement familial;649302.7489;6860103.8964;"{""coordinates"": [2.309279216420964, 48.838989989887445], ""type"": ""Point""}";48.838989989887445, 2.309279216420964
2003066;88-90, BOULEVARD NEY;75018;Paris;2017;EFIDIS;72;0;0;0;72;construction neuve;;18;logement familial;652239.493;6866689.1345;"{""coordinates"": [2.348548604108434, 48.89843408004693], ""type"": ""Point""}";48.89843408004693, 2.348548604108434
2003072;2 RUE VOLTAIRE;75011;Paris;2017;ELOGIE SIEMP;1;1;0;0;0;construction neuve;;11;logement familial;655245.1299;6861523.8098;"{""coordinates"": [2.3900878713609477, 48.85219939043811], ""type"": ""Point""}";48.85219939043811, 2.3900878713609477
2003116;113, RUE DE MENILMONTANT;75020;Paris;2017;PARIS HABITAT;1;0;0;0;1;acquisition réhabilitation;;20;logement familial;655441.479;6863435.0957;"{""coordinates"": [2.3925632131751167, 48.869401019628405], ""type"": ""Point""}";48.869401019628405, 2.3925632131751167
2003125;19-21, RUE DE LA VICTOIRE;75009;Paris;2017;PARIS HABITAT;16;5;6;0;5;acquisition conventionnement;;9;logement familial;651524.151;6864094.1282;"{""coordinates"": [2.3390880745268356, 48.87504463039694], ""type"": ""Point""}";48.87504463039694, 2.3390880745268356
2003127;"2-18 RUE VAN LOO
148-154 QUAI LOUIS BLERIOT";75016;Paris;2017;PARIS HABITAT;25;14;11;0;0;construction neuve;;16;logement familial;646282.329;6860339.595;"{""coordinates"": [2.268100265116817, 48.84086492976438], ""type"": ""Point""}";48.84086492976438, 2.268100265116817
2003132;43, RUE DE LA PLAINE;75020;Paris;2017;PARIS HABITAT;8;0;3;0;5;acquisition réhabilitation;;20;logement familial;656222.832;6861284.2585;"{""coordinates"": [2.403435988144155, 48.85011227965962], ""type"": ""Point""}";48.85011227965962, 2.403435988144155
2003157;17, BOULEVARD JOURDAN (MAISON DE L'IRAN);75014;Paris;2017;RIVP;109;0;109;0;0;acquisition réhabilitation;;14;résidence étudiante;651439.0469;6857986.13;"{""coordinates"": [2.338625316400414, 48.82010919961005], ""type"": ""Point""}";48.82010919961005, 2.338625316400414
2003177;66-68 BD SOULT;75012;Paris;2017;RIVP;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656713.7689;6860495.5342;"{""coordinates"": [2.4102061554350835, 48.843052420350965], ""type"": ""Point""}";48.843052420350965, 2.4102061554350835
2003218;16 RUE DE SEINE;75006;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651319.909;6861997.3924;"{""coordinates"": [2.3365437863081064, 48.85617366029387], ""type"": ""Point""}";48.85617366029387, 2.3365437863081064
2003219;16 RUE VISCONTI;75006;Paris;2017;AXIMO;2;0;2;0;0;acquisition conventionnement;;6;logement familial;651242.768;6861959.5351;"{""coordinates"": [2.3354968306062767, 48.85582738003514], ""type"": ""Point""}";48.85582738003514, 2.3354968306062767
2003242;90 RUE LAFAYETTE;75009;Paris;2017;PARIS HABITAT;16;5;6;0;5;acquisition conventionnement;;9;logement familial;652202.599;6864296.8605;"{""coordinates"": [2.348314691190434, 48.87691846012398], ""type"": ""Point""}";48.87691846012398, 2.348314691190434
2003250;132, RUE DE LA CONVENTION;75015;Paris;2017;PARIS HABITAT;14;8;6;0;0;acquisition conventionnement;;15;logement familial;647886.0449;6860233.904;"{""coordinates"": [2.2899625413685167, 48.84004613986092], ""type"": ""Point""}";48.84004613986092, 2.2899625413685167
2003253;26-32, RUE PAUL BARRUEL;75015;Paris;2017;PARIS HABITAT;132;26;80;0;26;acquisition conventionnement;;15;logement familial;649001.833;6860050.5664;"{""coordinates"": [2.3051860152913677, 48.83848665023601], ""type"": ""Point""}";48.83848665023601, 2.3051860152913677
2003255;59, RUE MORILLONS;75015;Paris;2017;PARIS HABITAT;83;33;33;0;17;acquisition conventionnement;;15;logement familial;648764.2759;6859380.7356;"{""coordinates"": [2.30203030062155, 48.832444000261404], ""type"": ""Point""}";48.832444000261404, 2.30203030062155
2003275;12, RUE LAMARTINE;75009;Paris;2018;AXIMO;2;2;0;0;0;acquisition réhabilitation;;9;logement familial;651820.906;6864265.9069;"{""coordinates"": [2.3431143146335827, 48.876611660397735], ""type"": ""Point""}";48.876611660397735, 2.3431143146335827
2003301;71, RUE DE DUNKERQUE;75009;Paris;2018;CARITAS;1;1;0;0;0;acquisition réhabilitation;;9;logement familial;652152.9999;6864824.5867;"{""coordinates"": [2.347579023363948, 48.88166046967541], ""type"": ""Point""}";48.88166046967541, 2.347579023363948
2003302;4, RUE HALLE;75014;Paris;2018;CARITAS;1;1;0;0;0;acquisition réhabilitation;;14;logement familial;651109.6979;6859178.3302;"{""coordinates"": [2.3340030214577134, 48.83080593008486], ""type"": ""Point""}";48.83080593008486, 2.3340030214577134
2003304;14, RUE DE NANTES;75019;Paris;2018;SEQENS HABITAT;2;0;0;0;2;construction neuve;;19;logement familial;654730.542;6865911.8621;"{""coordinates"": [2.3826078822834416, 48.89162436014486], ""type"": ""Point""}";48.89162436014486, 2.3826078822834416
2003323;98 QUAI DE LA RAPEE;75012;Paris;2018;ELOGIE SIEMP;57;28;17;0;12;acquisition réhabilitation;;12;logement familial;653580.147;6860859.7104;"{""coordinates"": [2.3674712025141025, 48.846109349775695], ""type"": ""Point""}";48.846109349775695, 2.3674712025141025
2003332;36, RUE MYRHA;75018;Paris;2018;ELOGIE SIEMP;8;0;3;0;5;construction neuve;;18;logement familial;652566.439;6865428.2068;"{""coordinates"": [2.3531488232127673, 48.887119219793036], ""type"": ""Point""}";48.887119219793036, 2.3531488232127673
2003339;69 RUE EXELMANS;75016;Paris;2018;ENTREPRENDRE HUMANISER DEPENDANCE;25;25;0;0;0;construction neuve;;16;logement familial;645714.112;6860552.1548;"{""coordinates"": [2.2603316682643024, 48.842728850342766], ""type"": ""Point""}";48.842728850342766, 2.2603316682643024
2003347;4, RUE D'AIX;75010;Paris;2018;HAB.CONF.;25;25;0;0;0;acquisition conventionnement;;10;centre d'hébergement d'urgence;653774.596;6863526.6114;"{""coordinates"": [2.369830693149012, 48.870106530362776], ""type"": ""Point""}";48.870106530362776, 2.369830693149012
2003353;10, RUE DE NANCY;75010;Paris;2018;HENEO;18;18;0;0;0;acquisition réhabilitation;;10;maison relais;652950.769;6863788.6404;"{""coordinates"": [2.358571318344564, 48.87240325039208], ""type"": ""Point""}";48.87240325039208, 2.358571318344564
2003388;82, RUE JOSEPH DE MAISTRE - 233, RUE MARCADET;75018;Paris;2018;PARIS HABITAT;18;6;7;0;5;acquisition réhabilitation;;18;logement familial;650922.776;6866015.5847;"{""coordinates"": [2.330667360226981, 48.892278100307415], ""type"": ""Point""}";48.892278100307415, 2.330667360226981
2003398;3 RUE CROZATIER;75012;Paris;2018;RIVP;16;8;5;0;3;acquisition réhabilitation;;12;logement familial;654702.6269;6860752.6668;"{""coordinates"": [2.3827771713419437, 48.84522659012557], ""type"": ""Point""}";48.84522659012557, 2.3827771713419437
2003431;90-94, RUE DES POISSONNIERS ALLEE D'ANDREZIEUX;75018;Paris;2018;SABLIERE;80;0;80;0;0;construction neuve;;18;résidence étudiante;652504.4939;6866001.0973;"{""coordinates"": [2.3522400285513916, 48.89226644966442], ""type"": ""Point""}";48.89226644966442, 2.3522400285513916
2003473;14 RUE BRILLAT SAVARIN;75013;Paris;2019;AXIMO;1;0;0;0;1;acquisition réhabilitation;;13;logement familial;652351.8669;6858188.4227;"{""coordinates"": [2.351034237455386, 48.82199657030079], ""type"": ""Point""}";48.82199657030079, 2.351034237455386
2003487;3 RUE DE LA FEUILLADE 4 PLACE DES VICTOIRES;75001;Paris;2019;ELOGIE SIEMP;10;7;3;0;0;acquisition réhabilitation;;1;logement familial;651608.599;6863074.8929;"{""coordinates"": [2.3403554551929324, 48.86588521987245], ""type"": ""Point""}";48.86588521987245, 2.3403554551929324
2003516;93, RUE DE CLIGNANCOURT;75018;Paris;2019;EMMAUS HABITAT;46;46;0;0;0;construction neuve;;18;résidence sociale pour démunis;652223.274;6865839.6535;"{""coordinates"": [2.3484229973384765, 48.89079383973951], ""type"": ""Point""}";48.89079383973951, 2.3484229973384765
2003521;74, AVENUE DENFERT ROCHEREAU ILOT CHAUFFERIE (SAINT VINCENT DE PAUL);75014;Paris;2019;HAB.CONF.;25;25;0;0;0;construction neuve;;14;maison relais;651180.359;6859885.3571;"{""coordinates"": [2.334884416181637, 48.83716963015654], ""type"": ""Point""}";48.83716963015654, 2.334884416181637
2003571;25, RUE DU CAPITAINE LAGACHE 48, RUE GUY MOQUET;75017;Paris;2019;TOIT ET JOIE;34;17;10;0;7;acquisition réhabilitation;;17;logement familial;650490.946;6866022.425;"{""coordinates"": [2.3247773971877366, 48.89230654980103], ""type"": ""Point""}";48.89230654980103, 2.3247773971877366
2003609;65, BD KELLERMANN;75013;Paris;2019;ELOGIE SIEMP;1;0;0;0;1;acquisition conventionnement;;13;logement familial;652274.851;6858027.8842;"{""coordinates"": [2.3500033296464617, 48.820547120156434], ""type"": ""Point""}";48.820547120156434, 2.3500033296464617
2003662;23 RUE CAMILLE DESMOULINS;75011;Paris;2019;PARIS HABITAT;28;14;8;0;6;acquisition conventionnement;;11;logement familial;654680.578;6862327.2981;"{""coordinates"": [2.382308907142976, 48.85938564973482], ""type"": ""Point""}";48.85938564973482, 2.382308907142976
2003760;24, RUE DU PLATEAU 2, RUE HASSARD;75019;Paris;2019;AXIMO;1;0;1;0;0;acquisition conventionnement;;19;logement familial;654835.756;6864410.1717;"{""coordinates"": [2.3842024640029797, 48.87812749027889], ""type"": ""Point""}";48.87812749027889, 2.3842024640029797
2002559;128-138 BD MURAT 16 AVENUE DU GENERAL CLAVERY;75016;Paris;2020;PARIS HABITAT;1;1;0;0;0;acquisition conventionnement;;16;logement familial;645690.3479;6859898.3051;"{""coordinates"": [2.2600913693610165, 48.8368468103528], ""type"": ""Point""}";48.8368468103528, 2.2600913693610165
2003590;80 RUE RAYMOND LOSSERAND;75014;Paris;2020;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;14;logement familial;649891.685;6859500.6773;"{""coordinates"": [2.31737377550205, 48.83361127977512], ""type"": ""Point""}";48.83361127977512, 2.31737377550205
2003716;9, RUE SAINT SAUVEUR;75002;Paris;2020;RIVP;4;0;2;0;2;acquisition réhabilitation;;2;logement familial;652295.291;6863059.8828;"{""coordinates"": [2.3497173156383195, 48.865801459618886], ""type"": ""Point""}";48.865801459618886, 2.3497173156383195
2003725;9 QUAI SAINT BERNARD CUVIER (BARRE CASSAN JUSSIEU);75005;Paris;2020;RIVP;565;0;365;0;200;construction neuve;;5;résidence étudiante;652929.193;6861103.9411;"{""coordinates"": [2.358574491280083, 48.84825849017403], ""type"": ""Point""}";48.84825849017403, 2.358574491280083
2003800;10, RUE FAUVET;75018;Paris;2021;HENEO;19;10;9;0;0;acquisition réhabilitation;;18;résidence sociale pour démunis;650674.8;6865669.1701;"{""coordinates"": [2.3273257853819462, 48.88914398013418], ""type"": ""Point""}";48.88914398013418, 2.3273257853819462
2003806;341 RUE DE BELLEVILLE;75019;Paris;2021;INLI;6;0;0;0;6;construction neuve;;19;logement familial;656385.362;6864270.189;"{""coordinates"": [2.4053443210827674, 48.87697546959176], ""type"": ""Point""}";48.87697546959176, 2.4053443210827674
2003813;43-45 RUE DE LABORDE;75008;Paris;2021;PARIS HABITAT;10;6;4;0;0;construction neuve;;8;logement familial;649984.466;6864158.9932;"{""coordinates"": [2.3180896475461927, 48.875510209990274], ""type"": ""Point""}";48.875510209990274, 2.3180896475461927
2003850;SECTEUR HEBERT LOT M 54 RUE DE L'EVANGILE et 2 RUE CUGNOT;75018;Paris;2021;SABLIERE;75;23;30;0;22;construction neuve;;18;logement familial;653461.1579;6866172.1071;"{""coordinates"": [2.3652680244059177, 48.893874139882385], ""type"": ""Point""}";48.893874139882385, 2.3652680244059177
CPE35;45 BOULEVARD SAINT JACQUES;75014;Paris;2021;RIVP;48;14;19;0;15;acquisition conventionnement;;14;logement familial;651342.488;6859369.5774;"{""coordinates"": [2.337152133193372, 48.83254344968239], ""type"": ""Point""}";48.83254344968239, 2.337152133193372
CPE37;41 RUE PLANCHAT;75020;Paris;2021;RIVP;29;9;12;0;8;acquisition conventionnement;;20;logement familial;655805.605;6861767.5613;"{""coordinates"": [2.3977003000665653, 48.85443013027703], ""type"": ""Point""}";48.85443013027703, 2.3977003000665653
CPE44;6 RUE GARREAU;75018;Paris;2021;RIVP;13;0;7;0;6;acquisition conventionnement;;18;logement familial;651402.16;6865305.5659;"{""coordinates"": [2.3372863305579417, 48.885929530031994], ""type"": ""Point""}";48.885929530031994, 2.3372863305579417
2004001;10 RUE MONTAUBAN;75015;Paris;2022;IMM 3F;8;3;4;0;1;acquisition réhabilitation;;15;logement familial;648334.3939;6859437.042;"{""coordinates"": [2.2961676123791928, 48.8329160498548], ""type"": ""Point""}";48.8329160498548, 2.2961676123791928
2004035;29 RUE CLAUDE TERRASSE;75016;Paris;2022;RIVP;10;6;4;0;0;acquisition réhabilitation;;16;logement familial;645857.839;6860102.5899;"{""coordinates"": [2.2623471174803913, 48.83869802985935], ""type"": ""Point""}";48.83869802985935, 2.2623471174803913
CPE71;13 RUE POPINCOURT;75011;Paris;2022;RIVP;100;30;40;0;30;acquisition conventionnement;;11;logement familial;654305.1449;6862122.3002;"{""coordinates"": [2.3772141065961785, 48.85751560031628], ""type"": ""Point""}";48.85751560031628, 2.3772141065961785
CPE74;20-24 RUE CAUCHY;75015;Paris;2022;RIVP;88;26;35;0;27;acquisition conventionnement;;15;logement familial;646893.2669;6860548.7815;"{""coordinates"": [2.276397667445771, 48.8427967703884], ""type"": ""Point""}";48.8427967703884, 2.276397667445771
2004066;1 RUE DAUMIER;75016;Paris;2023;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;16;logement familial;646010.103;6860159.6941;"{""coordinates"": [2.2644142510674614, 48.83922433988753], ""type"": ""Point""}";48.83922433988753, 2.2644142510674614
2004079;144 BD DE MAGENTA;75010;Paris;2023;PARIS HABITAT;23;12;6;0;5;acquisition réhabilitation;;10;logement familial;652454.1279;6864797.9224;"{""coordinates"": [2.3516878743677654, 48.881442989897714], ""type"": ""Point""}";48.881442989897714, 2.3516878743677654
2004116;3 RUE THOMIRE;75013;Paris;2023;ELOGIE SIEMP;2;2;0;0;0;acquisition réhabilitation;;13;logement familial;652160.967;6857938.7658;"{""coordinates"": [2.348462362022473, 48.819737219875684], ""type"": ""Point""}";48.819737219875684, 2.348462362022473
2004120;31 RUE DU PERE CORENTIN;75014;Paris;2023;RIVP;43;16;15;0;12;acquisition réhabilitation;;14;logement familial;650803.851;6858587.6585;"{""coordinates"": [2.3299051724638256, 48.825470679912605], ""type"": ""Point""}";48.825470679912605, 2.3299051724638256
2004189;96 RUE D'ALLERAY;75015;Paris;2023;ELOGIE SIEMP;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;649278.1209;6859801.2725;"{""coordinates"": [2.3089797724083088, 48.83626654986797], ""type"": ""Point""}";48.83626654986797, 2.3089797724083088
2000039;96, RUE AMELOT;75011;Paris;2001;1001 VIES HABITAT;18;0;18;0;0;acquisition conventionnement;;11;logement familial;653605.804;6862610.8128;"{""coordinates"": [2.36762971011536, 48.86185875967185], ""type"": ""Point""}";48.86185875967185, 2.36762971011536
2000065;2 PASSAGE HENNEL 136 A 142 RUE DE CHARENTON;75012;Paris;2001;PARIS HABITAT;7;0;7;0;0;construction neuve;;12;logement familial;654520.684;6860782.9198;"{""coordinates"": [2.380294880536369, 48.845485840349674], ""type"": ""Point""}";48.845485840349674, 2.380294880536369
2000083;55-59-63 RUE BALARD;75015;Paris;2001;PARIS HABITAT;83;0;74;0;9;acquisition conventionnement;;15;logement familial;647006.58;6860397.2029;"{""coordinates"": [2.2779604065292434, 48.84144296007872], ""type"": ""Point""}";48.84144296007872, 2.2779604065292434
2000108;41, RUE DE LYON;75012;Paris;2002;ELOGIE SIEMP;19;0;0;0;19;acquisition réhabilitation;;12;logement familial;653830.2919;6861155.08;"{""coordinates"": [2.3708475285613595, 48.84878357974397], ""type"": ""Point""}";48.84878357974397, 2.3708475285613595
2000112;5 RUE DU RHIN;75019;Paris;2002;PARIS HABITAT;11;0;11;0;0;acquisition réhabilitation;;19;logement familial;654620.424;6865185.6634;"{""coordinates"": [2.3811837513757887, 48.885086139636975], ""type"": ""Point""}";48.885086139636975, 2.3811837513757887
2000126;6 RUE DES FAVORITES;75015;Paris;2002;EFIDIS;71;0;71;0;0;acquisition conventionnement;;15;logement familial;648823.9239;6860169.8562;"{""coordinates"": [2.302747904538964, 48.839545320219464], ""type"": ""Point""}";48.839545320219464, 2.302747904538964
2000131;7-7 BIS, RUE TRETAIGNE;75018;Paris;2002;1001 VIES HABITAT;42;0;42;0;0;acquisition conventionnement;;18;logement familial;651757.951;6865952.6127;"{""coordinates"": [2.3420643980897715, 48.89177494018087], ""type"": ""Point""}";48.89177494018087, 2.3420643980897715
2000145;25, RUE JOUBERT;75009;Paris;2002;PARIS HABITAT;11;0;11;0;0;construction neuve;;9;logement familial;650900.918;6864049.5647;"{""coordinates"": [2.330596571164983, 48.874596669869895], ""type"": ""Point""}";48.874596669869895, 2.330596571164983
2000150;253, RUE SAINT DENIS;75002;Paris;2002;SNL-PROLOG;1;1;0;0;0;acquisition conventionnement;;2;logement familial;652445.413;6863318.3189;"{""coordinates"": [2.3517346776164314, 48.868136630054565], ""type"": ""Point""}";48.868136630054565, 2.3517346776164314
2000160;ZAC VAUGIRARD  LOT B1 RUE DE LA PROCESSION  21, RUE ANDRE GIDE;75015;Paris;2002;PARIS HABITAT;55;0;55;0;0;construction neuve;;15;logement familial;649491.3894;6859792.3779;"{""coordinates"": [2.311886189399795, 48.83620330987225], ""type"": ""Point""}";48.83620330987225, 2.311886189399795
2000179;39, RUE DE LA ROCHEFOUCAULD;75009;Paris;2002;HENEO;18;18;0;0;0;acquisition réhabilitation;;9;résidence sociale pour démunis;651223.859;6864619.579;"{""coordinates"": [2.334933797666983, 48.87974718974765], ""type"": ""Point""}";48.87974718974765, 2.334933797666983
2000244;LOT B5 - 8-10, RUE MICHEL DE BOURGES 2, IMPASSE DE LA LOI;75020;Paris;2003;PARIS HABITAT;30;0;30;0;0;acquisition réhabilitation;;20;résidence étudiante;656007.7677;6861744.9396;"{""coordinates"": [2.400457692551963, 48.85424053002993], ""type"": ""Point""}";48.85424053002993, 2.400457692551963
2000270;95, RUE DE MONTREUIL;75011;Paris;2003;LOGIREP;39;4;35;0;0;acquisition réhabilitation;;11;logement familial;655479.362;6861341.4378;"{""coordinates"": [2.393298918043063, 48.850575549735304], ""type"": ""Point""}";48.850575549735304, 2.393298918043063
2000292;218, RUE SAINT JACQUES;75005;Paris;2003;PARIS HABITAT;23;0;23;0;0;acquisition réhabilitation;;5;logement familial;651733.977;6860758.0304;"{""coordinates"": [2.342327498370829, 48.84505930022143], ""type"": ""Point""}";48.84505930022143, 2.342327498370829
2000316;22, RUE GUENOT;75011;Paris;2004;(vide);13;13;0;0;0;acquisition réhabilitation;;11;logement familial;655389.944;6861505.0314;"{""coordinates"": [2.392063266592426, 48.852040559753426], ""type"": ""Point""}";48.852040559753426, 2.392063266592426
2000341;45 RUE DU SENTIER - 9, BD POISSONNIERE;75002;Paris;2004;PARIS HABITAT;22;5;17;0;0;acquisition réhabilitation;;2;logement familial;652066.4333;6863602.5043;"{""coordinates"": [2.3465365925657276, 48.87066415990635], ""type"": ""Point""}";48.87066415990635, 2.3465365925657276
2000352;12 RUE PERNELLE;75004;Paris;2004;PARIS HABITAT;8;0;8;0;0;acquisition réhabilitation;;4;logement familial;652232.1749;6862271.23;"{""coordinates"": [2.3489456295423206, 48.85870453987061], ""type"": ""Point""}";48.85870453987061, 2.3489456295423206
2000363;55-57, RUE CHAMPIONNET - 3-5, PASSAGE CHAMPIONNET;75018;Paris;2004;ELOGIE SIEMP;3;0;3;0;0;acquisition réhabilitation;;18;logement familial;652145.0682;6866379.3502;"{""coordinates"": [2.3472956390122977, 48.89564130998319], ""type"": ""Point""}";48.89564130998319, 2.3472956390122977
2000392;18-24, PASSAGE DUHESME;75018;Paris;2004;PARIS HABITAT;6;0;0;0;6;construction neuve;;18;logement familial;652153.826;6866421.1846;"{""coordinates"": [2.3474103676539078, 48.896018160202], ""type"": ""Point""}";48.896018160202, 2.3474103676539078
2000395;22 RUE BERANGER (RS);75003;Paris;2004;ADOMA;10;10;0;0;0;construction neuve;;3;résidence sociale pour démunis;653309.559;6863132.4474;"{""coordinates"": [2.3635346455168578, 48.866528340254874], ""type"": ""Point""}";48.866528340254874, 2.3635346455168578
2000407;ZAC CHATEAU DES RENTIERS 46-62, RUE DU CHATEAU DES RENTIERS LOT D1;75013;Paris;2004;SABLIERE;39;0;0;0;39;construction neuve;;13;logement familial;653728.7624;6858553.3744;"{""coordinates"": [2.369747020475337, 48.82537895019053], ""type"": ""Point""}";48.82537895019053, 2.369747020475337
2000480;54 RUE MERLIN;75011;Paris;2005;FREHA;1;1;0;0;0;acquisition réhabilitation;;11;logement familial;654860.3;6862598.0551;"{""coordinates"": [2.3847296142547263, 48.86183315955355], ""type"": ""Point""}";48.86183315955355, 2.3847296142547263
